Card Name,Card Code,Copies Possessed (out of 3),Class,Traits,Card Type,Card Cost,Attack,Defense,Artist,Promo Obtain Source (if PR in code),Art URL
Lightning Velociraptor,BP07-P19EN,0,Dragoncraft,Natura|Wyrmkin,Follower,2,3,2,VICTOR,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P19EN.png
Feral Aether,BP07-P20EN,0,Dragoncraft,Natura,Spell,1,-,-,AOGIRI,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P20EN.png
Alpha Drive,BP07-P21EN,0,Abysscraft,Machina|Demon,Spell,1,-,-,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P21EN.png
"Nicola, Forbidden Strength",BP07-P22EN,0,Abysscraft,Machina|Departed,Follower,3,3,3,Kazashino,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P22EN.png
"Nicola, Forbidden Strength",BP07-P23EN,0,Abysscraft,Machina|Departed,Follower / Evolved,-,4,4,Kazashino,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P23EN.png
Forbidden Art,BP07-P24EN,0,Abysscraft,Machina|Departed,Spell,2,-,-,Kazashino,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P24EN.png
Sanguine Core,BP07-P25EN,0,Abysscraft,Machina,Amulet,1,-,-,ShuLa,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P25EN.png
Augmentation Bestowal,BP07-P26EN,0,Havencraft,Machina|Faith,Spell,2,-,-,Oben Dogenzaka,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P26EN.png
Robofalcon,BP07-P27EN,0,Havencraft,Machina|Avian,Follower,2,1,3,Kazashino,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P27EN.png
Robofalcon,BP07-P28EN,0,Havencraft,Machina|Avian,Follower / Evolved,-,2,4,Kazashino,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P28EN.png
"Meowskers, Ruff-Tuff Major",BP07-P29EN,0,Havencraft,Natura|Lightborne|Beast,Follower,2,1,3,Mikeboshi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P29EN.png
Saintly Core,BP07-P30EN,0,Havencraft,Machina,Amulet,1,-,-,liiko,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P30EN.png
Robogoblin,BP07-P31EN,0,Neutral,Machina|Goblinoid,Follower,2,2,2,Tatsuyaki,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P31EN.png
Robogoblin,BP07-P32EN,0,Neutral,Machina|Goblinoid,Follower / Evolved,-,3,3,Tatsuyaki,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P32EN.png
Purgation's Blade,BP07-P33EN,0,Neutral,Supreme,Spell,3,-,-,Nadare,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-P33EN.png
"Ladica, the Stoneclaw",BP07-SL01EN,0,Forestcraft,Natura|Beast,Follower,4,5,5,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL01EN.png
"Ladica, the Stoneclaw",BP07-SL02EN,0,Forestcraft,Natura|Beast,Follower / Evolved,-,6,6,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL02EN.png
"Cynthia, the Queen's Blade",BP07-SL03EN,0,Forestcraft,Elf,Follower,6,4,6,HSN,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL03EN.png
"Bayleon, Sovereign Light",BP07-SL04EN,0,Swordcraft,Natura|Commander|Beast,Follower,3,3,3,Kazashino,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL04EN.png
"Bayleon, Sovereign Light",BP07-SL05EN,0,Swordcraft,Natura|Commander|Beast,Follower / Evolved,-,4,4,Kazashino,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL05EN.png
"Mistolina, Forest Princess",BP07-SL06EN,0,Swordcraft,Natura|Commander|Princess,Follower,6,4,6,Nadare,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL06EN.png
"Tetra, Sapphire Rebel",BP07-SL07EN,0,Runecraft,Machina|Golem,Follower,3,3,3,Nijihara,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL07EN.png
"Tetra, Sapphire Rebel",BP07-SL08EN,0,Runecraft,Machina|Golem,Follower / Evolved,-,4,4,Nijihara,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL08EN.png
"Belphomet, Lord of Aiolon",BP07-SL09EN,0,Runecraft,Machina|Supreme,Follower,7,5,5,Kouta Nagamori,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL09EN.png
"Valdain, Cursed Shadow",BP07-SL10EN,0,Dragoncraft,Natura|Dragonewt,Follower,4,4,4,Nambo Attall,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL10EN.png
"Valdain, Cursed Shadow",BP07-SL11EN,0,Dragoncraft,Natura|Dragonewt,Follower / Evolved,-,5,5,Nambo Attall,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL11EN.png
"Neptune, Tidemistress",BP07-SL12EN,0,Dragoncraft,Dragonheart|Marine,Follower,7,6,6,Nijihara,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL12EN.png
"Mono, Garnet Rebel",BP07-SL13EN,0,Abysscraft,Machina|Demon,Follower,2,3,2,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL13EN.png
"Mono, Garnet Rebel",BP07-SL14EN,0,Abysscraft,Machina|Demon,Follower / Evolved,-,5,4,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL14EN.png
Kudlak,BP07-SL15EN,0,Abysscraft,Vampire,Follower,7,4,6,Akira Miyazaki,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL15EN.png
"Limonia, Flawed Saint",BP07-SL16EN,0,Havencraft,Machina|Faith|Zealot|Eidolon,Follower,3,3,2,Nadare,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL16EN.png
"Limonia, Flawed Saint",BP07-SL17EN,0,Havencraft,Machina|Faith|Zealot|Eidolon,Follower / Evolved,-,5,4,Nadare,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL17EN.png
"Lapis, Glorious Seraph",BP07-SL18EN,0,Havencraft,Faith|Luminary|Lightborne,Follower,5,3,7,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL18EN.png
Technolord,BP07-SL19EN,0,Neutral,Machina|Deity,Follower,6,6,6,Mstk,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL19EN.png
Viridia Magna,BP07-SL20EN,0,Neutral,Natura|Deity,Follower,4,0,4,ell,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL20EN.png
Viridia Magna,BP07-SL21EN,0,Neutral,Natura|Deity,Follower / Evolved,-,4,4,ell,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-SL21EN.png
Assembly Droid,BP07-T01EN,0,Neutral,Machina,Follower / Token,1,1,1,AOGIRI,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-T01EN.png
Repair Mode,BP07-T02EN,0,Neutral,Machina,Spell / Token,1,-,-,AOGIRI,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-T02EN.png
Naterran Great Tree,BP07-T03EN,0,Neutral,Natura,Amulet / Token,1,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-T03EN.png
Fairy Wisp,BP07-T04EN,0,Forestcraft,Pixie,Follower / Token,0,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-T04EN.png
Fairy,BP07-T05EN,0,Forestcraft,Pixie,Follower / Token,1,1,1,HIROSHI KAIEDA,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-T05EN.png
Magic Sediment,BP07-T06EN,0,Runecraft,Earth Sigil,Amulet / Token,1,-,-,Kouta Nagamori,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-T06EN.png
Ghost,BP07-T07EN,0,Abysscraft,Departed,Follower / Token,1,1,1,GING,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-T07EN.png
"Ladica, the Stoneclaw",BP07-U01EN,0,Forestcraft,Natura|Beast,Follower / Evolved,-,6,6,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-U01EN.png
Tsubaki of the Demon Blade,BP07-U02EN,0,Swordcraft,Assassin|Ninja,Follower,3,4,3,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-U02EN.png
"Riley, Hydroshaman",BP07-U03EN,0,Runecraft,Mage,Follower,3,3,4,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-U03EN.png
"Valdain, Cursed Shadow",BP07-U04EN,0,Dragoncraft,Natura|Dragonewt,Follower / Evolved,-,5,5,Nambo Attall,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-U04EN.png
"Mono, Garnet Rebel",BP07-U05EN,0,Abysscraft,Machina|Demon,Follower / Evolved,-,5,4,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-U05EN.png
"Lapis, Glorious Seraph",BP07-U06EN,0,Havencraft,Faith|Luminary|Lightborne,Follower,5,3,7,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-U06EN.png
Technolord,BP07-U07EN,0,Neutral,Machina|Deity,Follower,6,6,6,ell,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP07/BP07-U07EN.png
Forest Oracle Pascale,BP08-001EN,0,Forestcraft,Fae-Touched|Dancer,Follower,7,4,7,LM7,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-001EN.png
"Orchis, Puppet Girl",BP08-002EN,0,Forestcraft,Puppetry,Follower,3,2,2,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-002EN.png
"Zwei, Murderous Puppet",BP08-004EN,0,Forestcraft,Puppetry|Cutthroat,Follower,3,2,2,Nijihara,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-004EN.png
"Zwei, Murderous Puppet",BP08-005EN,0,Forestcraft,Puppetry|Cutthroat,Follower / Evolved,-,4,4,Nijihara,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-005EN.png
"Lycoris, Poisoner Princess",BP08-006EN,0,Forestcraft,Verdant|Princess,Follower,3,1,3,N.A,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-006EN.png
"Lina & Lena, Twin Souls",BP08-007EN,0,Forestcraft,Hunter|Beast,Follower,4,3,3,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-007EN.png
"Michelle, the Mind Reader",BP08-008EN,0,Forestcraft,Fae-Touched,Follower,1,1,1,Onineko,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-008EN.png
"Michelle, the Mind Reader",BP08-009EN,0,Forestcraft,Fae-Touched,Follower / Evolved,-,2,2,Onineko,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-009EN.png
"Liam, Master of Puppets",BP08-010EN,0,Forestcraft,Puppetry|Cutthroat,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-010EN.png
Heartless Battle,BP08-011EN,0,Forestcraft,Puppetry|Cutthroat,Spell,3,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-011EN.png
Junk,BP08-012EN,0,Forestcraft,Puppetry,Follower,1,1,2,Xui Ton,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-012EN.png
Insane Dark Elf,BP08-013EN,0,Forestcraft,Elf|Cutthroat,Follower,4,4,4,Tomoyo Asatani,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-013EN.png
Insane Dark Elf,BP08-014EN,0,Forestcraft,Elf|Cutthroat,Follower / Evolved,-,5,5,Tomoyo Asatani,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-014EN.png
Zealot of Unkilling,BP08-015EN,0,Forestcraft,Omen|Hunter|Cutthroat,Follower,2,2,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-015EN.png
Knower of History,BP08-016EN,0,Forestcraft,Supreme,Follower,4,3,3,Mikeboshi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-016EN.png
Ward of Unkilling,BP08-017EN,0,Forestcraft,Omen|Hunter,Amulet,2,-,-,HagiOs,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-017EN.png
Aether of the Warrior Wing,BP08-018EN,0,Swordcraft,Commander|Lightborne,Follower,3,2,3,Onineko,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-018EN.png
"Dionne, Dancing Blade",BP08-019EN,0,Swordcraft,Officer|Dancer,Follower,3,3,3,liiko,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-019EN.png
"Dionne, Dancing Blade",BP08-020EN,0,Swordcraft,Officer|Dancer,Follower / Evolved,-,3,3,liiko,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-020EN.png
Roland the Incorruptible,BP08-021EN,0,Swordcraft,Commander,Follower,4,3,4,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-021EN.png
Roland the Incorruptible,BP08-022EN,0,Swordcraft,Commander,Follower / Evolved,-,4,5,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-022EN.png
Swordflash Panther,BP08-023EN,0,Swordcraft,Commander|Beast,Follower,4,4,3,Kazashino,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-023EN.png
Durandal the Incorruptible,BP08-024EN,0,Swordcraft,Commander,Amulet,3,-,-,Kouta Nagamori,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-024EN.png
"Azord, Duke of the Mists",BP08-025EN,0,Swordcraft,Commander|Noble,Follower,4,3,4,N.A,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-025EN.png
"Azord, Duke of the Mists",BP08-026EN,0,Swordcraft,Commander|Noble,Follower / Evolved,-,4,5,N.A,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-026EN.png
Madlance Centaur,BP08-027EN,0,Swordcraft,Officer|Beast,Follower,7,5,5,DEVON_PAN,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-027EN.png
Dance of Usurpation,BP08-028EN,0,Swordcraft,Omen|Thief,Spell,4,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-028EN.png
Phantom Assassin,BP08-029EN,0,Swordcraft,Assassin,Follower,1,2,2,Sainosuke,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-029EN.png
Zealot of Usurpation,BP08-030EN,0,Swordcraft,Omen|Thief|Cutthroat,Follower,2,3,2,HagiOs,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-030EN.png
Wardog,BP08-031EN,0,Swordcraft,Officer|Beast,Follower,2,3,2,lyk,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-031EN.png
Mana Pistol Merc,BP08-032EN,0,Swordcraft,Mercenary|Supreme,Follower,5,5,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-032EN.png
Mana Pistol Merc,BP08-033EN,0,Swordcraft,Mercenary|Supreme,Follower / Evolved,-,6,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-033EN.png
Godsent Stride,BP08-034EN,0,Swordcraft,Officer,Spell,2,-,-,NAVAR,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-034EN.png
Sweet-Tooth Medusa,BP08-035EN,0,Runecraft,Mage|Gorgon,Follower,4,3,4,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-035EN.png
Sweet-Tooth Medusa,BP08-036EN,0,Runecraft,Mage|Gorgon,Follower / Evolved,-,4,5,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-036EN.png
Prophetess of Creation,BP08-037EN,0,Runecraft,Mage,Follower,10,10,10,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-037EN.png
Unbodied Witch,BP08-038EN,0,Runecraft,Arcanaform|Forbidden,Follower,8,7,7,Shishizaru,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-038EN.png
Unbodied Witch,BP08-039EN,0,Runecraft,Arcanaform|Forbidden,Follower / Evolved,-,7,7,Shishizaru,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-039EN.png
Lovely-Heart Monika,BP08-040EN,0,Runecraft,Mage|Arcanaform,Follower,3,2,3,Manabi Okada,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-040EN.png
Edict of Truth,BP08-041EN,0,Runecraft,Omen|Mage,Spell,5,-,-,HagiOs,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-041EN.png
"Elusa, Magic Wunderkind",BP08-042EN,0,Runecraft,Mage|Academic,Follower,1,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-042EN.png
"Elusa, Magic Wunderkind",BP08-043EN,0,Runecraft,Mage|Academic,Follower / Evolved,-,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-043EN.png
"Morra, Monika's Familiar",BP08-044EN,0,Runecraft,Arcanaform,Follower,1,1,1,Nejita,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-044EN.png
Veridic Discovery,BP08-045EN,0,Runecraft,Alchemist,Spell,2,-,-,akakagachi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-045EN.png
Moonshade Mage,BP08-046EN,0,Runecraft,Mage|Arcanaform,Follower,8,6,6,IGARASHI,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-046EN.png
Zealot of Truth,BP08-047EN,0,Runecraft,Omen|Mage|Cutthroat,Follower,3,2,4,ShuLa,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-047EN.png
Rabbit Mage,BP08-048EN,0,Runecraft,Mage|Beast,Follower,2,2,1,Chatalaw,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-048EN.png
Rabbit Mage,BP08-049EN,0,Runecraft,Mage|Beast,Follower / Evolved,-,3,2,Chatalaw,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-049EN.png
Zealot of Destruction,BP08-050EN,0,Runecraft,Omen|Idolatry|Cutthroat,Follower,3,3,4,akakagachi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-050EN.png
Joy of Destruction,BP08-051EN,0,Runecraft,Omen|Idolatry,Spell,0,-,-,Chiaki Negishi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-051EN.png
Dragon Empress Otohime,BP08-052EN,0,Dragoncraft,Dragonewt|Marine,Follower,4,2,4,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-052EN.png
Azi Dahaka,BP08-053EN,0,Dragoncraft,Wyrmkin,Follower,6,5,6,Toshiaki Takayama,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-053EN.png
Azi Dahaka,BP08-054EN,0,Dragoncraft,Wyrmkin,Follower / Evolved,-,7,8,Toshiaki Takayama,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-054EN.png
Annerose,BP08-055EN,0,Dragoncraft,Dragonewt|Princess,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-055EN.png
Annerose,BP08-056EN,0,Dragoncraft,Dragonewt|Princess,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-056EN.png
Ouroboros,BP08-057EN,0,Dragoncraft,Wyrmkin,Follower,7,8,4,Yuu Fujiki,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-057EN.png
Powerforge,BP08-058EN,0,Dragoncraft,Wyrmkin|Cutthroat,Spell,1,-,-,Mstk,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-058EN.png
"Elios, Loyal Dragoon",BP08-059EN,0,Dragoncraft,Dragonheart,Follower,3,2,4,Usugumo Nezu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-059EN.png
"Elios, Loyal Dragoon",BP08-060EN,0,Dragoncraft,Dragonheart,Follower / Evolved,-,4,6,Usugumo Nezu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-060EN.png
Dragonsoul Princess,BP08-061EN,0,Dragoncraft,Dragonewt|Princess,Follower,3,3,3,Tsune-kun,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-061EN.png
Vile Violet Dragon,BP08-062EN,0,Dragoncraft,Wyrmkin,Follower,4,4,4,Hisanobu Kometani,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-062EN.png
Zealot of Disdain,BP08-063EN,0,Dragoncraft,Omen|Wyrmkin|Cutthroat,Follower,2,2,2,Chiaki Negishi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-063EN.png
Righteous Dragoon,BP08-064EN,0,Dragoncraft,Dragonheart,Follower,3,3,4,Yu Cheng Hong,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-064EN.png
Geovore,BP08-065EN,0,Dragoncraft,Wyrmkin,Follower,6,4,6,David Lecossu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-065EN.png
Geovore,BP08-066EN,0,Dragoncraft,Wyrmkin,Follower / Evolved,-,5,7,David Lecossu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-066EN.png
Draco Marionette,BP08-067EN,0,Dragoncraft,Wyrmkin|Puppetry,Follower,3,7,7,Kazashino,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-067EN.png
Sneer of Disdain,BP08-068EN,0,Dragoncraft,Omen|Wyrmkin,Spell,1,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-068EN.png
Crimson Rose Queen,BP08-069EN,0,Abysscraft,Demon,Follower,6,4,4,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-069EN.png
Crimson Rose Queen,BP08-070EN,0,Abysscraft,Demon,Follower / Evolved,-,6,6,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-070EN.png
Nephthys,BP08-071EN,0,Abysscraft,Departed|Necromancer,Follower,7,5,5,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-071EN.png
"Tartarus, the Tormentor",BP08-072EN,0,Abysscraft,Demon,Follower,10,7,7,N.A,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP08/BP08-072EN.png
